id,loan_amnt,funded_amnt,int_rate,installment,total_pymnt,exchange_rate,loan_amnt_EUR,funded_amnt_EUR,installment_EUR,total_pymnt_EUR,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
22403153.0,11200.0,10077.087971097144,11200.0,10077.087971097144,0.2899,373.56,336.1068734359865,1113.03,1001.4376093277011,1.1114321947097778,4.0,0.0,36.0,11.0,0.0,3.0
25276117.0,28000.0,25546.64047045291,1000.0,912.3800168018895,0.2899,587.92,536.4064594781669,7040.28,6423.410784690007,1.0960345268249512,5.0,1.0,60.0,7.0,1.0,4.0
31207716.0,35000.0,31490.899909678574,35000.0,31490.899909678574,0.2899,790.82,711.5323847592003,8674.34,7804.650649214892,1.1114321947097778,4.0,1.0,60.0,12.0,1.0,1.0
31888135.0,4950.0,4496.332656379348,4950.0,4496.332656379348,0.1999,183.94,167.0819048109934,178.44,162.08597963723858,1.100897192955017,10.0,1.0,36.0,24.0,1.0,2.0
34462110.0,14400.0,12956.255962839185,14400.0,12956.255962839185,0.2899,480.98,432.75694395877713,5280.87,4751.409960172122,1.1114321947097778,4.0,1.0,36.0,11.0,1.0,3.0
34883768.0,10300.0,9397.514173059462,10300.0,9397.514173059462,0.2899,320.35,292.2809383824853,3839.91,3503.4571503177435,1.0960345268249512,5.0,1.0,36.0,4.0,0.0,4.0
35683282.0,22400.0,20437.312376362326,22400.0,20437.312376362326,0.2899,686.44,626.2941387334891,8221.13,7500.794727530518,1.0960345268249512,5.0,1.0,36.0,2.0,1.0,0.0
36169417.0,24000.0,21897.12040324535,24000.0,21897.12040324535,0.1559,578.42,527.7388493185489,6899.47,6294.938554524133,1.0960345268249512,5.0,1.0,60.0,16.0,1.0,0.0
36201871.0,21000.0,19159.98035283968,21000.0,19159.98035283968,0.2899,639.15,583.1476877389276,7655.73,6984.935066030729,1.0960345268249512,5.0,1.0,36.0,1.0,1.0,4.0
36241014.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.2899,411.98,375.88231932204246,4934.13,4501.801612302707,1.0960345268249512,5.0,1.0,60.0,6.0,1.0,2.0
36561402.0,9600.0,8553.887824396965,9600.0,8553.887824396965,0.2899,309.72,275.9698059346071,1852.99,1651.0696458051389,1.122296690940857,6.0,1.0,36.0,8.0,1.0,2.0
36763239.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.17859999999999998,379.76,346.48543518068556,4527.35,4130.663669068035,1.0960345268249512,5.0,1.0,60.0,20.0,1.0,0.0
36802496.0,7800.0,7116.564131054738,7800.0,7116.564131054738,0.2899,260.53,237.70236577739627,3120.99,2847.528908638529,1.0960345268249512,5.0,1.0,36.0,11.0,1.0,2.0
36806601.0,20000.0,18088.30666190593,20000.0,18088.30666190593,0.2899,640.57,579.341329920854,7665.75,6933.021839675269,1.1056866943836212,0.0,1.0,36.0,7.0,1.0,2.0
36950419.0,14000.0,12773.320235226454,14000.0,12773.320235226454,0.15990000000000001,340.38,310.55591011902715,4132.09,3770.03634362692,1.0960345268249512,5.0,1.0,60.0,17.0,1.0,1.0
37011266.0,28000.0,25546.64047045291,28000.0,25546.64047045291,0.1559,978.74,892.9828176446814,8760.16,7992.59492798724,1.0960345268249512,5.0,0.0,36.0,16.0,1.0,4.0
37051229.0,30000.0,27371.400504056684,30000.0,27371.400504056684,0.2899,667.19,608.7308234100527,8366.84,7633.737619778722,1.0960345268249512,5.0,1.0,60.0,10.0,1.0,1.0
37068509.0,7000.0,6386.660117613227,7000.0,6386.660117613227,0.2899,242.63,221.37076347664245,2905.73,2651.1299862217543,1.0960345268249512,5.0,1.0,36.0,15.0,1.0,3.0
37107114.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.2899,766.12,698.9925784722636,9175.41,8371.460729964225,1.0960345268249512,5.0,1.0,36.0,2.0,1.0,2.0
37257668.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.2899,377.09,344.0493805358245,4514.16,4118.629376646418,1.0960345268249512,5.0,1.0,36.0,5.0,1.0,2.0
37267742.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.2899,377.09,344.0493805358245,4545.79,4147.487956577861,1.0960345268249512,5.0,0.0,36.0,5.0,0.0,2.0
37329129.0,8000.0,7299.040134415116,1000.0,912.3800168018895,0.2899,265.68,242.40112286392602,2911.82,2656.6863805240782,1.0960345268249512,5.0,0.0,36.0,10.0,0.0,2.0
37600541.0,8000.0,7235.3226647623715,8000.0,7235.3226647623715,0.2899,251.4,227.37001474015753,3009.52,2721.8560332569564,1.1056866943836212,0.0,1.0,36.0,5.0,1.0,2.0
37601431.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.1366,346.39,316.0393140200065,4133.91,3771.696875257499,1.0960345268249512,5.0,1.0,60.0,13.0,1.0,2.0
37612109.0,35000.0,31933.300588066133,11850.0,10811.70319910239,0.1714,423.32,386.2287087125759,5057.27,4614.152087571692,1.0960345268249512,5.0,1.0,36.0,19.0,1.0,2.0
37612196.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.2899,314.96,287.3632100919231,3809.57,3475.7755406079746,1.0960345268249512,5.0,1.0,60.0,7.0,1.0,3.0
37620643.0,24000.0,21897.12040324535,1000.0,912.3800168018895,0.2899,735.47,671.0281309572857,8808.33,8036.544273396587,1.0960345268249512,5.0,1.0,36.0,2.0,1.0,1.0
37621437.0,32000.0,29196.160537660464,32000.0,29196.160537660464,0.2899,1165.57,1063.4427761837783,13920.92,12701.16922349776,1.0960345268249512,5.0,1.0,36.0,21.0,1.0,1.0
37621803.0,4700.0,4288.186078968881,4700.0,4288.186078968881,0.2899,150.54,137.34968772935645,41913.62,38241.149319828015,1.0960345268249512,5.0,1.0,36.0,7.0,0.0,2.0
37640409.0,11200.0,10218.656188181163,11200.0,10218.656188181163,0.1999,296.67,270.6757795846166,1174.24,1071.3531109294508,1.0960345268249512,5.0,0.0,60.0,23.0,0.0,1.0
37641179.0,35000.0,31933.300588066133,28000.0,25546.64047045291,0.2899,870.85,794.5461376319255,10426.9,9513.29519719162,1.0960345268249512,5.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.2899,1088.56,993.1803910898648,13048.16,11904.880440033743,1.0960345268249512,5.0,1.0,36.0,5.0,1.0,2.0
37651425.0,5150.0,4698.757086529731,5150.0,4698.757086529731,0.1649,182.31,166.3360008631525,2202.11,2009.161158799609,1.0960345268249512,5.0,1.0,36.0,18.0,1.0,2.0
37652106.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.1559,1372.97,1252.6703916684903,10443.25,9528.212610466333,1.0960345268249512,5.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.2899,1088.56,993.1803910898648,13033.59,11891.58706318894,1.0960345268249512,5.0,1.0,36.0,4.0,1.0,4.0
37671833.0,7500.0,6842.850126014171,7500.0,6842.850126014171,0.2899,252.67,230.5310588453334,3018.51,2754.028204516672,1.0960345268249512,5.0,1.0,36.0,12.0,0.0,2.0
37672125.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.2899,456.54,416.5379728707347,5468.43,4989.286255279957,1.0960345268249512,5.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.2899,1099.85,1003.4811614795582,13183.54,12028.398446708383,1.0960345268249512,5.0,1.0,36.0,5.0,1.0,1.0
37680875.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.2899,308.98,281.90717759144786,3693.31,3369.7022398545864,1.0960345268249512,5.0,1.0,60.0,6.0,1.0,0.0
37691298.0,25000.0,22809.50042004724,1000.0,912.3800168018895,0.2899,514.97,469.8483372524691,6155.56,5616.209936225039,1.0960345268249512,5.0,1.0,60.0,6.0,1.0,3.0
37691377.0,23600.0,21532.168396524594,1000.0,912.3800168018895,0.2899,507.14,462.70440172091025,6058.17,5527.353246388703,1.0960345268249512,5.0,1.0,60.0,8.0,1.0,3.0
37691997.0,8000.0,7299.040134415116,8000.0,7299.040134415116,0.2899,245.16,223.67908491915122,8164.08,7448.74344757197,1.0960345268249512,5.0,1.0,36.0,2.0,0.0,4.0
37692393.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.2899,219.63,200.386023090199,2622.85,2393.035927068836,1.0960345268249512,5.0,1.0,60.0,10.0,0.0,3.0
37700602.0,26850.0,24497.403451130733,26850.0,24497.403451130733,0.2583,801.21,731.007993261842,32358.25,29523.020678679743,1.0960345268249512,5.0,1.0,60.0,35.0,1.0,1.0
37730598.0,9600.0,8758.84816129814,9600.0,8758.84816129814,0.2899,1372.97,1252.6703916684903,3874.11,3534.6605468923685,1.0960345268249512,5.0,1.0,36.0,12.0,0.0,1.0
37731126.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.2899,289.21,263.86942465927444,13336.65,12168.09295108092,1.0960345268249512,5.0,1.0,60.0,16.0,1.0,1.0
37750229.0,32000.0,28941.290659049486,32000.0,28941.290659049486,0.1431,749.74,678.0763518348675,9801.44,8864.572622413563,1.1056866943836212,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,32000.0,29196.160537660464,32000.0,29196.160537660464,0.2899,995.26,908.0553355222486,11909.83,10866.290895507647,1.0960345268249512,5.0,1.0,60.0,4.0,1.0,3.0
37751648.0,24000.0,21897.12040324535,24000.0,21897.12040324535,0.2899,735.47,671.0281309572857,8808.33,8036.544273396587,1.0960345268249512,5.0,1.0,36.0,2.0,1.0,1.0
37752011.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.2899,830.24,757.4943851496008,9929.57,9059.541243435538,1.0960345268249512,5.0,1.0,36.0,10.0,1.0,4.0
37811574.0,18000.0,16422.84030243401,18000.0,16422.84030243401,0.2899,370.78,338.29226262980455,4432.02,4043.686482066311,1.0960345268249512,5.0,1.0,60.0,6.0,1.0,2.0
37811673.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.15990000000000001,1230.33,1122.5285060718686,13041.12,11898.457284715458,1.0960345268249512,5.0,0.0,36.0,17.0,1.0,1.0
37821356.0,11550.0,10537.989194061824,11550.0,10537.989194061824,0.1999,305.95,279.1426661405381,3645.75,3326.3094462554886,1.0960345268249512,5.0,1.0,60.0,23.0,0.0,2.0
37841440.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.2899,812.45,741.2631446506952,8922.38,8140.601214312843,1.0960345268249512,5.0,1.0,36.0,8.0,1.0,2.0
37866237.0,28000.0,25546.64047045291,28000.0,25546.64047045291,0.1431,961.2,876.9796721499763,11489.88,10483.136907451693,1.0960345268249512,5.0,1.0,36.0,14.0,1.0,2.0
37866544.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.2899,448.85,409.52177054152816,5372.43,4901.697773666976,1.0960345268249512,5.0,1.0,60.0,11.0,1.0,1.0
37887123.0,8000.0,7299.040134415116,8000.0,7299.040134415116,0.2899,267.21,243.79706428963289,1592.25,1452.7370817528085,1.0960345268249512,5.0,0.0,36.0,15.0,0.0,4.0
37887364.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.1924,391.1,356.83182457121904,4661.13,4252.721867715792,1.0960345268249512,5.0,1.0,60.0,22.0,0.0,4.0
37907332.0,21300.0,19433.694357880246,21300.0,19433.694357880246,0.2899,523.54,477.6674339964612,6243.45,5696.399015901757,1.0960345268249512,5.0,1.0,60.0,18.0,1.0,4.0
37917304.0,6000.0,5474.280100811337,1000.0,912.3800168018895,0.2899,185.24,169.00927431238202,2218.22,2023.8596008702873,1.0960345268249512,5.0,1.0,36.0,3.0,1.0,4.0
37927296.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.21989999999999998,276.14,251.94461783967375,41913.62,38241.149319828015,1.0960345268249512,5.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.1649,1238.98,1130.4205932172051,6130.77,5593.592035608521,1.0960345268249512,5.0,0.0,36.0,18.0,1.0,4.0
37938334.0,18000.0,16422.84030243401,18000.0,16422.84030243401,0.1431,1372.97,1252.6703916684903,5087.88,4642.080039885997,1.0960345268249512,5.0,1.0,60.0,14.0,1.0,3.0
37948249.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.1499,415.93,379.48622038840995,4971.17,4535.596168125049,1.0960345268249512,5.0,1.0,36.0,15.0,0.0,3.0
37948610.0,4800.0,4341.193598857423,4800.0,4341.193598857423,0.1366,163.27,147.66389143446906,1951.95,1765.373509435364,1.1056866943836212,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.2899,332.1,303.00140357990756,4009.7,3658.370153370536,1.0960345268249512,5.0,1.0,60.0,10.0,1.0,1.0
37978181.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.1431,1372.97,1252.6703916684903,7548.35,6886.963699826543,1.0960345268249512,5.0,1.0,36.0,14.0,0.0,2.0
37998364.0,8400.0,7663.992141135872,8400.0,7663.992141135872,0.2899,288.36,263.09390164499285,3446.96,3144.9374227154412,1.0960345268249512,5.0,1.0,36.0,14.0,0.0,1.0
37998603.0,24000.0,21939.358816751872,24000.0,21939.358816751872,0.2899,509.82,466.0468296648516,3555.42,3250.151463510664,1.0939244031906128,7.0,1.0,60.0,8.0,0.0,4.0
38018251.0,11200.0,10218.656188181163,11200.0,10218.656188181163,0.2899,240.68,219.59162244387878,2875.11,2623.1929101072806,1.0960345268249512,5.0,1.0,60.0,8.0,1.0,4.0
38028516.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.1559,209.73,191.3534609238603,6281.35,5730.978218538549,1.0960345268249512,5.0,1.0,36.0,16.0,1.0,1.0
38058468.0,8000.0,7299.040134415116,1000.0,912.3800168018895,0.1499,277.29,252.99385485899597,3314.16,3023.77335648415,1.0960345268249512,5.0,1.0,36.0,15.0,0.0,3.0
38078645.0,35000.0,31933.300588066133,3875.0,3535.4725651073218,0.1499,134.31,122.54176005666179,3687.54,3364.43780715764,1.0960345268249512,5.0,1.0,36.0,15.0,0.0,2.0
38098252.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.1499,207.97,189.74767209428896,197.98,180.63299572643808,1.0960345268249512,5.0,0.0,36.0,15.0,1.0,3.0
38108327.0,1200.0,1094.8560201622674,1200.0,1094.8560201622674,0.1366,40.82,37.243352285853135,488.02,445.2596957996581,1.0960345268249512,5.0,0.0,36.0,13.0,1.0,1.0
38141178.0,4750.0,4333.805079808975,4750.0,4333.805079808975,0.1714,169.69,154.82176505111264,2027.23,1849.6041414612946,1.0960345268249512,5.0,1.0,60.0,19.0,0.0,2.0
38141958.0,10000.0,9044.153330952964,10000.0,9044.153330952964,0.1559,349.55,316.13837968346087,10961.22,9913.495437430824,1.1056866943836212,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,26800.0,24451.78445029064,26800.0,24451.78445029064,0.1431,627.91,572.8925363500745,41913.62,38241.149319828015,1.0960345268249512,5.0,1.0,60.0,14.0,1.0,1.0
38151481.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.2899,760.89,694.2208309843897,41913.62,38241.149319828015,1.0960345268249512,5.0,1.0,36.0,1.0,1.0,4.0
38151638.0,14475.0,13206.700743207351,14475.0,13206.700743207351,0.2299,1372.97,1252.6703916684903,4858.78,4433.053778036685,1.0960345268249512,5.0,1.0,60.0,26.0,1.0,2.0
38162231.0,12000.0,10948.560201622675,1000.0,912.3800168018895,0.18539999999999998,308.26,281.25026397935045,3686.76,3363.7261507445346,1.0960345268249512,5.0,1.0,60.0,21.0,1.0,2.0
38162496.0,11700.0,10674.846196582108,11700.0,10674.846196582108,0.21989999999999998,446.77,407.6240201065802,5346.95,4878.450330838863,1.0960345268249512,5.0,1.0,36.0,25.0,1.0,1.0
38171495.0,11325.0,10332.7036902814,11325.0,10332.7036902814,0.17859999999999998,1372.97,1252.6703916684903,3418.17,3118.670002031715,1.0960345268249512,5.0,1.0,60.0,20.0,1.0,2.0
38171566.0,6250.0,5702.37510501181,6250.0,5702.37510501181,0.2899,203.12,185.3226290127998,41913.62,38241.149319828015,1.0960345268249512,5.0,1.0,36.0,8.0,0.0,1.0
38171736.0,28000.0,25546.64047045291,28000.0,25546.64047045291,0.25989999999999996,838.17,764.7295586828398,9977.18,9102.979656035477,1.0960345268249512,5.0,1.0,60.0,34.0,1.0,2.0
38171949.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.1366,461.85,421.3827107599527,5511.84,5028.892671809327,1.0960345268249512,5.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,31933.300588066133,35000.0,31933.300588066133,0.2557,1039.03,947.9902088576673,35522.06,32409.617699637725,1.0960345268249512,5.0,1.0,60.0,30.0,1.0,1.0
38172140.0,9900.0,9032.562166338706,9900.0,9032.562166338706,0.2899,313.3,285.848659264032,3750.06,3421.4798058080937,1.0960345268249512,5.0,1.0,36.0,6.0,1.0,1.0
38181359.0,24000.0,21897.12040324535,24000.0,21897.12040324535,0.1431,562.31,513.0404072478705,6709.56,6121.6684655332865,1.0960345268249512,5.0,1.0,60.0,14.0,1.0,2.0
38182010.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.17859999999999998,721.65,658.4190391250836,7918.31,7224.5078108425705,1.0960345268249512,5.0,1.0,36.0,20.0,1.0,1.0
38191359.0,4750.0,4333.805079808975,4750.0,4333.805079808975,0.15990000000000001,166.98,152.3492152055795,4974.84,4538.9446027867125,1.0960345268249512,5.0,0.0,36.0,17.0,1.0,4.0
38201230.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.2899,505.34,461.0621176906668,1999.71,1824.4954433989067,1.0960345268249512,5.0,0.0,36.0,15.0,1.0,2.0
38211297.0,20625.0,18817.837846538972,20625.0,18817.837846538972,0.2899,688.9,628.5385935748217,8238.41,7516.560654220854,1.0960345268249512,5.0,1.0,36.0,11.0,1.0,4.0
38211876.0,32000.0,29196.160537660464,32000.0,29196.160537660464,0.17859999999999998,810.16,739.1737944122189,9658.42,8812.149401879706,1.0960345268249512,5.0,1.0,60.0,20.0,1.0,4.0
38212467.0,35000.0,31933.300588066133,20000.0,18247.60033603779,0.1366,680.26,620.6556302296534,8132.76,7420.167705445735,1.0960345268249512,5.0,1.0,36.0,13.0,1.0,2.0
38212617.0,10800.0,9853.704181460407,10800.0,9853.704181460407,0.20989999999999998,292.12,266.524450508168,3480.25,3175.310553474776,1.0960345268249512,5.0,1.0,60.0,24.0,1.0,1.0
38212702.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.2899,444.79,405.8175076733125,5324.16,4857.657190255948,1.0960345268249512,5.0,1.0,60.0,10.0,1.0,3.0
38221902.0,5000.0,4561.900084009448,5000.0,4561.900084009448,0.2899,153.23,139.80398997455353,1835.15,1674.3541878339877,1.0960345268249512,5.0,1.0,36.0,2.0,1.0,2.0
38232469.0,6225.0,5679.565604591762,6225.0,5679.565604591762,0.1366,211.73,193.17822095746405,2545.7,2322.64580877257,1.0960345268249512,5.0,1.0,36.0,13.0,1.0,2.0
38242030.0,4000.0,3649.520067207558,4000.0,3649.520067207558,0.1431,137.32,125.28802390723547,1641.48,1497.6535499799656,1.0960345268249512,5.0,1.0,36.0,14.0,0.0,2.0
38242401.0,19500.0,17791.410327636848,19500.0,17791.410327636848,0.2899,624.56,569.8360632937881,7474.16,6819.274226380011,1.0960345268249512,5.0,1.0,36.0,7.0,1.0,4.0
38261283.0,7000.0,6386.660117613227,7000.0,6386.660117613227,0.2899,217.72,198.6433772581074,2389.09,2179.7579743412266,1.0960345268249512,5.0,1.0,36.0,4.0,0.0,2.0
38261765.0,18000.0,16422.84030243401,18000.0,16422.84030243401,0.2899,555.71,507.01869913697806,6654.54,6071.469317008846,1.0960345268249512,5.0,1.0,36.0,3.0,0.0,1.0
38272059.0,5000.0,4561.900084009448,5000.0,4561.900084009448,0.1431,171.65,156.61002988404434,2051.85,1872.066937474957,1.0960345268249512,5.0,1.0,36.0,14.0,1.0,0.0
38272154.0,14000.0,12773.320235226454,14000.0,12773.320235226454,0.2899,443.05,404.22996644407715,5303.11,4838.451590902268,1.0960345268249512,5.0,1.0,36.0,6.0,1.0,3.0
38281530.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.1499,346.61,316.24003762370296,4142.66,3779.6802004045157,1.0960345268249512,5.0,1.0,36.0,15.0,1.0,2.0
38282489.0,6000.0,5474.280100811337,6000.0,5474.280100811337,0.2899,188.55,172.02925216799628,2257.14,2059.369431124217,1.0960345268249512,5.0,1.0,36.0,5.0,0.0,1.0
38291244.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.2899,668.02,609.4880988239983,14088.74,12854.284837917454,1.0960345268249512,5.0,1.0,36.0,11.0,1.0,2.0
38301173.0,24000.0,21897.12040324535,1000.0,912.3800168018895,0.1649,589.91,538.2220957116026,7034.95,6418.547799200453,1.0960345268249512,5.0,1.0,60.0,18.0,1.0,4.0
38311414.0,15000.0,13685.700252028342,15000.0,13685.700252028342,0.1366,346.39,316.0393140200065,4145.3,3782.088883648873,1.0960345268249512,5.0,1.0,60.0,13.0,0.0,2.0
38311693.0,2500.0,2280.950042004724,2500.0,2280.950042004724,0.2899,80.08,73.06339174549531,718.08,655.1618424651009,1.0960345268249512,5.0,0.0,36.0,7.0,1.0,1.0
38312082.0,10000.0,9123.800168018895,10000.0,9123.800168018895,0.2899,332.1,303.00140357990756,41913.62,38241.149319828015,1.0960345268249512,5.0,1.0,36.0,10.0,1.0,3.0
38312255.0,12675.0,11564.41671296395,12675.0,11564.41671296395,0.2899,278.38,253.98834907731,3324.45,3033.1617468570416,1.0960345268249512,5.0,1.0,60.0,9.0,1.0,3.0
38321857.0,13000.0,11860.940218424565,13000.0,11860.940218424565,0.2899,1372.97,1252.6703916684903,5123.32,4674.414787681457,1.0960345268249512,5.0,1.0,36.0,9.0,1.0,4.0
38341427.0,25000.0,22809.50042004724,25000.0,22809.50042004724,0.2899,760.89,694.2208309843897,21153.04,19299.610990611043,1.0960345268249512,5.0,1.0,36.0,1.0,1.0,2.0
38342108.0,20000.0,18247.60033603779,20000.0,18247.60033603779,0.1999,529.77,483.351561501137,20133.27,18369.19322087698,1.0960345268249512,5.0,1.0,60.0,23.0,1.0,2.0
38342391.0,9500.0,8667.61015961795,9500.0,8667.61015961795,0.2899,300.65,274.3070520514881,3598.65,3283.33634746412,1.0960345268249512,5.0,0.0,36.0,6.0,0.0,1.0
38342504.0,35000.0,31933.300588066133,1000.0,912.3800168018895,0.21989999999999998,966.47,881.7879148385222,12478.59,11385.21615386389,1.0960345268249512,5.0,1.0,60.0,25.0,1.0,4.0
38362671.0,14525.0,13252.319744047445,14525.0,13252.319744047445,0.2899,1372.97,1252.6703916684903,3857.01,3519.058848605056,1.0960345268249512,5.0,1.0,60.0,10.0,0.0,4.0
38382064.0,35000.0,31933.300588066133,12000.0,10948.560201622675,0.1714,299.14,272.92935822611724,3566.83,3254.3044153294836,1.0960345268249512,5.0,1.0,60.0,19.0,0.0,1.0
38413636.0,12000.0,10948.560201622675,12000.0,10948.560201622675,0.2899,377.09,344.0493805358245,4514.16,4118.629376646418,1.0960345268249512,5.0,1.0,36.0,5.0,0.0,3.0
38413974.0,9000.0,8211.420151217006,9000.0,8211.420151217006,0.1559,314.6,287.03475328587444,3490.96,3185.0821434547242,1.0960345268249512,5.0,1.0,36.0,16.0,1.0,1.0
38414180.0,35000.0,31933.300588066133,26050.0,23767.49943768922,0.1999,690.03,629.5695829938078,8251.43,7528.4398420396155,1.0960345268249512,5.0,1.0,60.0,23.0,1.0,4.0
